,percent_cropland 2050,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production
0,98.43912591050987,49305801132828.81,44813.8686819208,1085.0,297.5,-10.83,0.07500000000000001,-10.83,-0.025,3.0,12859531868777.533,35.283534168095244
1,78.35587929240377,37002035457039.61,39584.97649129811,1121.5,293.0,-10.67,0.07500000000000001,-10.735588235294117,-0.025,3.5,7371287347797.025,24.877155718851828
2,78.84148456468955,57804444575037.91,60272.950864466446,1091.3333333333333,297.3333333333333,-10.685588235294118,0.125,-11.025,0.025,3.0,4016115760446.203,7.466518943709421
3,91.10301768990637,43929653602612.734,38455.005909935964,1122.5,295.5,-10.58,0.125,-10.735588235294117,0.025,2.5,9309911458744.686,26.891914503741287
4,78.11307665626084,57744687614097.8,57237.32179282129,1095.3333333333333,299.6666666666667,-10.685588235294118,0.225,-11.025,0.12500000000000006,3.333333333333333,4242880406048.584,7.93034969744022
5,86.71522719389525,64050819999148.31,52694.76893249882,1120.6666666666667,298.3333333333333,-10.396176470588236,0.225,-10.735588235294117,0.12500000000000006,2.6666666666666665,11460430821981.465,21.791873004349704
6,74.99132847728063,55683383539139.84,59516.3773280863,1095.6666666666667,302.0,-10.685588235294118,0.3250000000000001,-11.025,0.225,3.6666666666666665,1480119029211.455,2.730682446147381
7,84.56468955948665,63203121685150.63,50145.000539621855,1119.3333333333333,301.0,-10.396176470588236,0.3250000000000001,-10.735588235294117,0.225,3.0,10402689724800.482,19.70190269013756
8,52.13319458896982,12677266785847.295,7654.19490183897,1115.0,303.0,-10.42,0.3250000000000001,-10.446176470588236,0.225,2.0,5957025271781.133,88.64302360729836
9,85.08498092265002,63303025042001.34,59680.40531570338,1095.6666666666667,303.0,-10.685588235294118,0.3750000000000001,-11.025,0.275,4.0,8910043912872.586,16.3808707077852
10,85.8480749219563,63279778186369.09,45888.27422682726,1127.0,302.0,-10.396176470588236,0.3750000000000001,-10.735588235294117,0.275,2.6666666666666665,14332203798731.564,29.28072325960116
11,23.586541796739503,16800153687307.693,19128.597190076925,1141.6666666666667,301.6666666666667,-10.25,0.3750000000000001,-10.446176470588236,0.275,1.6666666666666667,4922281943095.209,41.44077364274961
12,82.58758237946581,60129158097127.39,58866.488661700976,1094.0,305.0,-10.685588235294118,0.475,-11.025,0.375,4.0,8033887644719.718,15.421529776026757
13,70.65556711758583,51012317703704.56,41689.780072238216,1137.3333333333333,303.6666666666667,-10.396176470588236,0.475,-10.735588235294117,0.375,2.333333333333333,13128761102770.836,34.655566374270265
14,47.424557752341286,44519990516211.23,23039.486715971543,1154.0,302.0,-10.106764705882352,0.475,-10.446176470588236,0.375,1.25,9859801378690.898,28.447050128810396
15,21.47069025320846,15269579359230.027,16170.314649178015,1162.0,302.0,-9.81735294117647,0.475,-10.156764705882349,0.375,1.0,5290088863291.946,53.00960871143825
16,48.387096774193544,42711158717994.74,27040.16934077848,1191.0,301.25,-9.527941176470588,0.475,-9.86735294117647,0.375,1.0,14123144442668.27,49.402327516177166
17,60.21505376344086,42076631276848.63,24850.906904425792,1250.0,300.3333333333333,-9.238529411764707,0.475,-9.577941176470588,0.375,1.0,-233575813056.9301,-0.5520554710606862
18,24.349635796045785,17790755527000.42,26797.905781831832,1283.6666666666667,298.0,-9.08,0.475,-9.288529411764708,0.375,2.0,-2877379923890.41,-13.921816656985333
19,89.52480055497746,67928036459803.65,57230.65398844661,1099.6666666666667,306.0,-10.685588235294118,0.5750000000000001,-11.025,0.475,4.333333333333333,21908844095846.07,47.608058660771206
20,56.12209503988901,40588999327932.44,39368.050588975246,1149.3333333333333,305.3333333333333,-10.396176470588236,0.5750000000000001,-10.735588235294117,0.475,1.6666666666666667,15990057072433.502,65.00302698527221
21,28.746097814776274,26902169072957.85,21653.916966913403,1157.5,302.75,-10.106764705882352,0.5750000000000001,-10.446176470588236,0.475,1.0,3923941551145.4814,17.076780824024087
22,13.354144987859867,9374303258265.46,11851.355495553098,1162.3333333333333,301.6666666666667,-9.81735294117647,0.5750000000000001,-10.156764705882349,0.475,1.0,977103282290.0529,11.636060652188453
23,70.13527575442248,61373416516357.67,26805.90714708145,1198.0,300.75,-9.527941176470588,0.5750000000000001,-9.86735294117647,0.475,1.0,15733509505743.07,34.47314102126431
24,69.99653139091225,47610443966127.02,22253.130320051147,1265.0,299.3333333333333,-9.238529411764707,0.5750000000000001,-9.577941176470588,0.475,1.3333333333333333,2121708837222.8691,4.664251118898898
25,8.662851196670134,8211304815682.881,29497.47751299323,1324.75,292.25,-8.949117647058824,0.5750000000000001,-9.288529411764708,0.475,2.0,4911006711459.543,148.8049429587893
26,15.504682622268472,11180312338074.396,24928.253435172057,1273.6666666666667,297.6666666666667,-8.65970588235294,0.5750000000000001,-8.999117647058824,0.475,1.6666666666666667,-1489937924716.2715,-11.759340927083686
27,19.562955254942764,4733784629457.419,9033.541366814075,1259.0,296.0,-8.67,0.5750000000000001,-8.70970588235294,0.475,2.0,-1992125865215.3281,-29.61867938613203
28,46.09781477627472,10766004156972.264,18163.988157206808,1490.0,289.0,-7.42,0.5750000000000001,-7.42,0.475,2.0,10766004156972.264,inf
29,87.65175164758932,64663296903860.36,57043.955465955594,1114.3333333333333,305.6666666666667,-10.685588235294118,0.6250000000000001,-11.025,0.525,4.333333333333333,24196645799523.594,59.79404062158844
30,57.19736385709329,41480906919854.586,35335.807023461486,1165.0,305.6666666666667,-10.396176470588236,0.6250000000000001,-10.735588235294117,0.525,1.3333333333333333,23746370847859.945,133.89902476986046
